39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
23 <182926,9, Private, 8207Some-college, 1rried-civ-spoildieNever-marriedpcve-serv, Husb0Ma0sb40Ma? 48, Uni44d1States, <159911d-7th-8riva4, Some-college, 10, Ma9, Never-marrseiv-spcve-servin- Husb0Ma0sb55Ma, Male, 0, 0, 48, Uni34d1States, <21278149, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 4> Uni28d-States, <, 207213lf-emp-inc, 163207Some-college, 1rried-civ-sp HOwdlers-apcve-serv, Husb0Ma0sb5Ma, Male, 0, 0, 48, Uni30d-States, <2001922, Private, 310632, Some-college, 10, Ma9, Never-marrseiv-spcve-servin- Husb0Ma0sb45Ma, Male, 0, 0, 48, Uni41d-States, <, 18009649, Private, 82649, Bachelors, 13, Married-civ-spouseHe, Crapcve-serv, Husb0, 0sb35Ma, Male, 0, 0, 48, Uni23d-States, <192812,9, Private, 83, Some-college, 1r, 9, Marri, HOwdlers-apcve-servin- Husb0, 0sb402,, Male, 0, 0, 48, Uni19d1States, <105908Federal-gov,, Some-college, 19, Never-married,ieOd, Craft-repspcve-serv, Husb0Ma0, 70Ma, Male, 0, 0, 48, Uni48d1States, <3733669, st-4te-g2, Some-college, 10, MaFarmild-fishildseHe, Crapcve-serv, Husb3781, 0sb50MaMexico 48, Uni26d-States, <=52341902, Private, 322674, Some-college, 19, Never-marr HNever-marriedpcve-serv, Husb0Ma0Ma20Ma, Male, 0, 0, 48, Uni32d-States, <26086849, Private, 82649, Bachelors, 13, MaSs, ,seHe, Crapce, Norv, Husb0Ma0sb40Ma, Male, 0, 0, 4> Uni26d1States, <109097Federal-gov,079559, e, 1Aad, 9, Divo HUn, Crafopcve-servin- Husb0, 0sb48Ma, Male, 0, 0, 48, Uni36d1States, <171393Fe Private, 101825, Masters, 14, Married-civ-spouseHe, Crapcve-serv, Husb7298Ma0sb55Ma, Male, 0, 0, 4> Uni49d-States, <209146Federal-gov, 33863, HS-grad, 9, Married-civ-spoildseHe, Crapcve-serv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni33da? 4289046Federal-gov,079559, e, 1?iHNever-marriedpce, Norv, Husb0Ma1741sb40Ma, Male, 0, 0, 48, Uni54d1States, <172281Fe Private, 1 79559, e, 1r, 9, Marri,ieNever-marriedpcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 4> Uni36d-States, <73023Federal-gov,079559, e, 1rried-civ-sp HNever-marriedpcve-serv, Husb0Ma0sb55Ma, Male, 0, 0, 48, Uni41d-States, <122626Federal-gov,079559, e, 19, Never-married, HUn, Crafapcve-serv, Husb0Ma0, 48Ma, Male, 0, 0, 48, Uni27d1States, <113635,9, Private, 82, Some-college, 19, Never-marr HNever-marriedpcve-serv, Husb0Ma0Ma35Ma, Male, 0, 0, 48, Uni68da? 425726949, Private, 82649, Bachelors, 13, Ma?seHe, Cropcve-serv, Husb0Ma2377sb35Ma, Male, 0, 0, 4> Uni21d1?iH1918062, Private, 322674, Some-college, 1?,eOwdlers-apcve-serv, Husb0Ma0sb75Ma, Male, 0, 0, 48, Uni56 1?,e35723Federal-gov,079559, e, 1?,eOwdlers-apcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni40d-SStates, >50K
23 <30759 >50K
62, ?, 94649, Bachelors, 13, MaFarmild-fishildseHe, Crapcve-serv, Husb0Ma0, 60Ma, Male, 0, 0, 48, Uni46d-States, <105327Federal-gov,079559, e, 1rried-civ-sp HNever-marriedpcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni55d1?,e3760582,9te-g5, Some-college, 1?,eOwdlers-apcve-servin- Husb0Ma0sb45Ma, Male, 0, 0, 48, Uni43d-States, <2193072,9te-g5079559, e, 1rried-civ-spoildieNever-marriedpce, Norv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni46d-States, <208067Federal-gov,079559, e, 1rried-civ-sp HOd, Craft-repspcve-serv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni51d-SStates, >50K
23 <786312, Private, 310632, Some-college, 10, MaEd, 9, SeparavoieHe, CrapcAme-cInd Nn-Eskimorv, Husb0Ma0, 60Ma, Male, 0, 0, 48, Uni19d1States, <2103082, Private, 322674, Some-college, 1Aad, 9, Divo HOwdlers-apcve-servin- Husb0, 0sb15Ma, Male, 0, 0, 48, Uni67d-States, <, 190661MaDoctores, <1607Some-college, 1rried-civ-spou HNever-marriedpcve-servin- Husb7896, 0sb50Ma, Male, 0, 0, 4> Uni31d-States, <594187Federal-gov, 33863, HS-grad, 9, Married-civ-spouse, HHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni27d-States, <22847649, Private, 82649, Bachelors, 13, MaSs, ,ieHe, Cropcve-serv, Husb0Ma0Ma50Ma, Male, 0, 0, 4> Uni21d-States, <1266132, Private, 322674, Some-college, 19, Never-marr HOwdlers-apcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni36d1States, <30267Federal-gov, 33863, HS-grad, 9, Married-civ-spoildseHe, Crapcve-serv, Husb0Ma0, 50Ma, Male, 0, 0, 48, Uni23d-States, <216811Federal-gov,, Some-college, 1rried-civ-spouse, HOwdlers-apcve-servin- Husb0, 0sb16Ma, Male, 0, 0, 48, Uni62d-States, <, 115763Fe Private, 101825, Masters, 14, Married-civ-spouseiv-spcve-servin- Husb0, 0, 40Ma, Male, 0, 0, 4> Uni31d-States, <, 19936849, Private, 82649, Bachelors, 13, Marritecrep ver-mseHe, Crapce, Norv, Husb0Ma0, 50Ma, Male, 0, 0, 4> Uni52d1States, <15975549, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma1887sb40Ma, Male, 0, 0, 4> Uni39d-SStates, >50K
23 <188335Federal-gov, 33863, HS-grad, 9, MaFarmild-fishildseHe, Crapcve-serv, Husb0Ma0, 402,, Male, 0, 0, 48, Uni24d-States, <417668,9, Private, 8207Some-college, 1rried-civ-spou HOwdlers-apcve-serv, Husb0, 0sb30Ma, Male, 0, 0, 48, Uni55d1?,e141807Federal-gov,, Some-college, 1?seNever-marriedpcve-serv, Husb13550, 0, 40Ma, Male, 0, 0, 4> Uni38d-States, <296317Federal-gov, 33863, HS-grad, 9, Married-civ-spouse, HHe, Crapcve-serv, Husb0Ma0Ma40MaMexico 48, Uni36d1States, <164898Federal-gov, 33863, HS-grad, 9, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni17d1States, <4524069, Privat, Some-college, 1Ss, ,ieOwdlers-apce, Norvin- Husb0, 0sb15Ma, Male, 0, 0, 48, Uni27d1States, <42696Federal-gov,  SomBache, 10, -absent 19, Never-marr HUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni30d-States, <2629942, Private, 322674079559, e, 1rried-civ-sp HNever-marriedpce, Norv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni43d-States, <=5167298Federal-gov,, 9559, e, aEd, 9, Separavo HUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni51d-States, <1035299, Privat079559, e, 19, Never-marr HUn, Crafopce, Norvin- Husb0, 0sb30Ma, Male, 0, 0, 48, Uni47d1States, <9788349, Private, 82,95985,e, 1rrgrah10, ver-m HUn, Crafopcve-servin- Husb25236Ma0Ma35Ma, Male, 0, 0, 4> Uni49d-States, <=5269417MaDoctores, <16, Some-college, 1Ed, 9, Separavo HNever-marriedpcve-servin- Husb0, 2258sb50Ma, Male, 0, 0, 4> Uni34d-States, <199539Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb48Ma, Male, 0, 0, 4> Uni19d1?,e39460,ederal-gov,, Some-college, 1?,eOwdlers-apcve-serv, Husb0Ma0, 60Ma, Male, 0, 0, 48, Uni79d1States, <=50K62176MaDoctores, <16,95985,e, 1Ed, 9, Separavo HNever-marriedpcve-serv, Husb0Ma0, 6Ma, Male, 0, 0, 4> Uni28d-States, <=52391302, Private, 322674079559, e, 19, Never-marr HUn, Crafopcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni41d-SStates, 
23 <1510892, Private, 310632, Some-college, 10, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0Ma50Ma, Male, 0, 0, 48, Uni21d-States, <3316112, Private, 310632, Some-college, 10, Ma9, Never-marrseHe, Cropcve-serv, Husb0Ma0sb50Ma, Male, 0, 0, 48, Uni31d-SStates, >50K
23 <203463,9, Private, 82, Some-college, 1r, 9, Marri,ieNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni45d1States, <151518Federal-gov, 33863, HS-grad, 9, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0Ma45Ma, Male, 0, 0, 48, Uni23d-SStates, 
23 <39844Federal-gov,, Some-college, 1rried-civ-spoildieNever-marriedpcve-serv, Husb0Ma0, 50Ma, Male, 0, 0, 48, Uni32d-States, <2996352, Private, 310632, Some-college, 10, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0Ma50MaGer, Sy 48, Uni67d-States, <1233939, Privat 33863, HS-grad, 9, Married-civ-spoildseHe, Crapcve-serv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni32d-States, <209538Fe Private, 101825, Masters, 14, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0Ma55Ma, Male, 0, 0, 4> Uni35d-SStates, >50K
23 <238802Federal-gov, 33863, HS-grad, 9, MaFarmild-fishildseHe, Crapcve-serv, Husb0Ma0, 50Ma, Male, 0, 0, 48, Uni29d1States, <4991972, Private, 310632, Some-college, 10, Married-civ-spouseHe, Crapcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni38d-States, <200220Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni38d-States, <1140592, Private, 310632, Some-college, 10, MaSs, ,ieHe, Cropcve-serv, Husb0Ma0Ma60Ma, Male, 0, 0, 48, Uni18d-States, <434430Federal-gov,07Some-college, 1rried-civ-spou HNever-marriedpcve-serv, Husb0Ma0, 30Ma, Male, 0, 0, 48, Uni47d1States, <185385Federal-gov, 33863, HS-grad, 9, Married-civ-spouseHe, Crapcve-serv, Husb5013Ma0Ma24Ma, Male, 0, 0, 48, Uni22d-States, <225156Federal-gov,, Some-college, 1Aad, 9, Divo HNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni21d-States, <3779312, Private, 310632, Some-college, 10, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma2377, 48Ma, Male, 0, 0, 48, Uni27d1?,e13335949, Private, 82649, Bache, 10, -absent 1?seNever-marriedpcve-serv, Husb0Ma0sb50sb? 48, Uni28d-States, <2268912, Private, 322674, Some-college, 1Aad, 9, Divo HUn, CrafopcA, Not-in-family Crvin- Husb0, 0sb30sb? 48, Uni32d-States, <201988Married-choose,15649, Bachelors, 13, MaSs, ,ieHe, Cropcve-serv, Husb4508Ma0sb40Ma? 48, Uni40d-States, <287008Married-choose,15649, Bachelors, 13, Married-civ-spouseHe, Crapcve-serv, Husb15024, 0Ma55MaGer, Sy 4> Uni23d1States, <15191049, Private, 82, Some-college, 1rried-civ-spouse, HOwdlers-apcve-servin- Husb0, 1719sb40Ma, Male, 0, 0, 48, Uni25d1States, <2317142, Private, 310632, Some-college, 10, Married-civ-spouse, HHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni44d-SStates, 
23 <1785102, Private, 322674, Some-college, 1Ss, ,ieNever-marriedpcve-serv, Husb0, 2258sb60Ma, Male, 0, 0, 48, Uni43d-States, <178866Federal-gov, 33863, HS-grad, 9, MaAad, 9, Divo Hiv-spcve-servin- Husb0, 0sb25Ma, Male, 0, 0, 4> Uni31d-States, <11064349, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma1977Ma55Ma, Male, 0, 0, 4> Uni33d-States, <1482612, Private, 310632, Some-college, 10, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni41d-States, <217902Federal-gov, 33863, HS-grad, 9, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 4> Uni29d-SStates, >50K
23 <77207Fe Private, 101825, Masters, 14, Married-civ-sp HHe, Cropcve-serv, Husb0, 0sb30Ma, Male, 0, 0, 48, Uni32d1?,e377017lf-emp-inc, 163207Some-college, 1?,eOwdlers-apcve-serv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni78d-States, <184759d-7th-8riva4, Some-college, 10, Ma9, Never-married,ieHe, Crapcve-serv, Husb1797, 0sb15Ma, Male, 0, 0, 48, Uni64d-SStates, 
23 <80333Federal-gov, 33863, HS-grad, 9, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 4> Uni58d-States, <26508649, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0sb50Ma, Male, 0, 0, 4> Uni55d-?iH1020589, 2te-g8,95985,e, 1?iHNever-marriedpcve-serv, Husb0, 0sb30Ma, Male, 0, 0, 48, Uni20d-States, <333843Federal-gov,, Some-college, 1Aad, 9, Divo HOwdlers-apcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni35d-States, <2964782, Private, 310632, Some-college, 10, MaSs, ,ieHe, Cropcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni27d-States, <, 116662Federal-gov, 33863, HS-grad, 9, Married-civ-spouse, HHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni37d-SStates, >50K
23 <353298Federal-gov, 33863, HS-grad, 9, MaSs, ,ieHe, Cropcve-serv, Husb99999, 0sb50Ma, Male, 0, 0, 4> Uni42d-States, <142424,>50K
62, ?, 94, Some-college, 1Aad, 9, Divo HNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni47d-States, <, 2008089, 2te-g8 33863, HS-grad, 9, MaAad, 9, Divo HHe, Crapcve-serv, Husb0, 0sb35MaPuerto-Rico 48, Uni29d-States, <119052Federal-gov,, Some-college, 19, Never-married,ieNever-marriedpce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni33d-States, <1689819, st-4te-g2, Some-college, 1Ss, ,ieOwdlers-apcve-servin- Husb0Ma0Ma24Ma, Male, 0, 0, 48, Uni44d1States, <1517802, Private, 310632,95985,e, 1Ed, 9, Separavo HNever-marriedpce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni70d1States, <237065075th-6te-g26 5985,e, 19, Never-marr HOd, Craft-repspcve-servin- Husb2346Ma0sb40Ma? 48, Uni25d1States, <509866Federal-gov,, Some-college, 1rried-civ-spoildieNever-marriedpcve-serv, Husb0Ma0sb782,, Male, 0, 0, 48, Uni24d-States, <=5249385,9, Private, 82, Some-college, 1Aad, 9, Divo HOd, Craft-repspcve-servin- Husb0, 0, 10Ma, Male, 0, 0, 48, Uni42d-States, <=510946249, Private, 82079559, e, 1Aad, 9, Divo HUn, Crafopce, Norvin- Husb2977, 0sb40Ma, Male, 0, 0, 48, Uni53d-States, <25003449, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapce, Norv, Husb0Ma0, 50Ma, Male, 0, 0, 4> Uni39d-States, <24972049, Private, 82, 9559, e, aEd, 9, Separavo HUn, Crafopce, Norvin- Husb0Ma0sb60Ma, Male, 0, 0, 48, Uni72d-SStates, >50K
23 <258761Federal-gov, 33863, HS-grad, 9, MaFarmild-fishildseHe, Crapcve-serv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni43d-SStates, 
23 <640482,9te-g5, Some-college, 1Ss, ,ieOwdlers-apcve-servin- Husb0Ma0Ma44d1Sri,ugal 48, Uni25d-States, <=51535342, Private, 310632, Some-college, 10, Marritecrep ver-mseHe, Crapcve-serv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni37d1States, <193815lf-emp-inc, 1632 33863, HS-grad, 9, Married-civ-spouseHe, Crapcve-serv, Husb0Ma0Ma45Ma, Male, 0, cs 4> Uni27d-States, <255582Federal-gov,, Some-college, 1rried-civ-spouse, HNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni39d-States, <204527MaDoctores, <16649, Bachelors, 13, Married-civ-spouseHe, Crapcve-serv, Husb0, 0sb50Ma, Male, 0, 0, 4> Uni64d-SStates, >50K
23 <159938Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb2635Ma0Ma24MaItaedpc8, Uni29d-SStates, >50K
23 <229341Federal-gov,, Some-college, 1rried-civ-sp HNever-marriedpcve-serv, Husb0, 0sb50Ma, Male, 0, 0, 4> Uni50d-States, <12814349, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0sb50Ma, Male, 0, 0, 4> Uni33d-States, <175479075th-6te-g2, Some-college, 19, Never-marr HUn, Crafopcve-servin- Husb0, 0sb40MaMexico 48, Uni18d-States, <301814Federal-gov,, Some-college, 1Ss, ,ieNever-marriedpcve-servin- Husb0, 0sb20Ma, Male, 0, 0, 48, Uni20d-States, <2389179, Privat, Some-college, 19, Never-married,ieNever-marriedpcve-serv, Husb0, 0sb32MaMexico 48, Uni32d-States, <2055812, Private, 310632, Some-coe, 1r, 9, Marri,seUn, Crafopcve-servin- Husb0, 0sb50Ma, Male, 0, 0, 48, Uni45d1States, <3403412, Private, 310632079559, e, 1Aad, 9, Divo HUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni48d1States, <147860Federal-gov, 33863, HS-grad, 9, Ma9, Never-married, Hiv-spce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni20d1?iH1210232, Private, 322674, Some-college, 1?,eOwdlers-apcve-servin- Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni23d-States, <259496Federal-gov,, Some-college, 1rried-civ-spouse, HOwdlers-apcve-servin- Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni34d1States, <=50K19022849, Private, 82649, Bachelors, 13, Marritecrep ver-mseHe, Crapcve-serv, Husb0Ma1902sb48Ma, Male, 0, 0, 4> Uni43d-States, <18059949, Private, 826 Some-coe, aEd, 9, Separavo HUn, Crafopcve-serv, Husb8614Ma0, 40Ma, Male, 0, 0, 4> Uni44d1States, <11635849, Private, 82649, Bachelors, 13, MaSs, ,seHe, CrapcA, Not-in-family Crv, Husb0, 0sb40Ma, Male, 0, 0, 4> Uni47d-SStates, >50K
23 <1804462, Private, 310632, Some-college, 10, Mar, 9, Marri,seHe, Crapce, Norv, Husb0Ma0sb40Ma, Male, 0, 0, 4> Uni47d-States, <264244Federal-gov,  SomBache, 10, -absent 1rried-civ-sp HNever-marriedpce, Norvin- Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni46d-States, <, 1979889, st-4te-g2, Some-college, 19, Never-marr HNever-marriedpcAme-cInd Nn-Eskimorvin- Husb0, 0sb20Ma, Male, 0, 0, 48, Uni19d-States, <206599Federal-gov,, Some-college, 1Ss, ,ieOwdlers-apcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni51d-States, <313146Federal-gov, 33863, HS-grad, 9, MaAad, 9, Divo HHe, Crapcve-serv, Husb0, 0sb40Ma, Male, 0, 0, 48, Uni41d-SStates, 
23 <99212Federal-gov,6 Some-coe, aEd, 9, Separavo HUn, Crafopcve-serv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni37d1States, <3405999, Privat  Some-coe, 19, Never-marr HUn, Crafopce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni31d-States, <62932Federal-gov,, Some-college, 1rried-civ-sp HOwdlers-apcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni25d1States, <44861Federal-gov,, Some-college, 19, Never-marr HNever-marriedpcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni46d-States, <538932, Private, 310632, Some-college, 10, Mar, 9, Marri,seHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 4> Uni53d-SStates, 
23 <152810Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb5178Ma0sb45Ma, Male, 0, 0, 4> Uni47d-States, <, 128401MaDoctores, <1607Some-college, 1rried-civ-spou HUn, Crafopcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni28d-States, <336951Federal-gov, 33863, HS-grad, 9, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0sb50Ma, Male, 0, 0, 4> Uni60d-SStates, >50K
23 <954452, Private, 310632, Some-college, 10, Married-civ-spoildseHe, Crapcve-serv, Husb3137, 0sb46Ma, Male, 0, 0, 48, Uni43d-States, <54611Federal-gov, 33863, HS-grad, 9, Married-civ-spouse, HHe, Crapcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni45d-SStates, >50K
23 <315984Federal-gov, 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb7688, 0sb50Ma, Male, 0, 0, 4> Uni28d-States, <210313 State-g6, Some-college, 19, Never-married,ieOd, Craft-repspcve-serv, Husb0Ma0, 40MaMexico 48, Uni19d1States, <1810209, Privat, Some-college, 19, Never-married,ieOd, Craft-repspcve-serv, Husb0Ma0, 30Ma, Male, 0, 0, 48, Uni51d-SStates, >50K
23 <120781Married-choose,15649, Bachelors, 13, Married-civ-spouseHe, Crapc9, Nerv, Husb99999, 0sb70sbInd N 4> Uni19d-States, <256979Federal-gov,, Some-college, 1rried-civ-sp HOd, Craft-repspcve-serv, Husb0Ma0, 35Ma, Male, 0, 0, 48, Uni64d-States, <47298MaDoctores, <16649, Bachelors, 13, Married-civ-spouseHe, Crapcve-serv, Husb0, 0sb60Ma, Male, 0, 0, 4> Uni44d1States, <125461MaDoctores, <16649, Bachelors, 13, MaEd, 9, SeparavoieHe, Crapcve-serv, Husb0Ma0sb60Ma, Male, 0, 0, 4> Uni21d-States, <209955Federal-gov,, Some-college, 1rried-civ-sp HNever-marriedpcve-serv, Husb0Ma0Ma48Ma, Male, 0, 0, 48, Uni33d-States, <182246Federal-gov,07Some-college, 1rried-civ-spou HNever-marriedpcve-serv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni63d-States, <7686049, Private, 82649, Bachelors, 13, Marritecrep ver-mseHe, CrapcA, Not-in-family Crv, Husb0, 0sb40MaSrs-ippd-cs 4> Uni44 1?,e91949,ederal-gov,, Some-college, 1? HUn, Crafopce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni44d-States, <, 136986Fe Private, 101825, Masters, 14, Married-civ-spouseHe, Crapcve-serv, Husb15024, 0Mb35Ma, Male, 0, 0, 4> Uni28d1States, <=50K183445Federal-gov,, Some-college, 1Ed, 9, Separavo HUn, Crafopcve-servin- Husb0, 0sb70MaPuerto-Rico 48, Uni24d-States, <130741,9, Private, 82, Some-college, 1Ss, ,ieOwdlers-apcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni20d1States, <=50K1918782, Private, 322674, Some-college, 1Aad, 9, Divo HOwdlers-apce, Norvin- Husb0, 0sb20Ma, Male, 0, 0, 48, Uni21d1?iH2339232, Private, 322674, Some-college, 1?,eOwdlers-apcve-servin- Husb0Ma0sb24Ma, Male, 0, 0, 48, Uni20d-States, <48121Federal-gov,, Some-college, 19, Never-married,ieOwdlers-apcve-serv, Husb0Ma0Ma40Ma, Male, 0, 0, 48, Uni21d-States, <304302Federal-gov,, Some-college, 19, Never-married,ieOwdlers-apcAme-cInd Nn-Eskimorv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni34d1States, <=50K2847032, Private, 310632, Some-college, 10, Married-civ-spouse, HHe, Crapce, Norv, Husb0Ma0sb52d1, Male, 0, 0, 48, Uni17d1States, <4011989, Privat, Some-college, 1Ss, ,ieOwdlers-apcve-servin- Husb0, 0sb15Ma, Male, 0, 0, 48, Uni35d-States, <2433579, Privat  Some-coe, 19, Never-marr HUn, Crafopce, Norvin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni26d1States, <32276Federal-gov,07Some-college,MaFarmild-fishildieNever-marriedpcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni35d-States, <110538Federal-gov,, 9559, e,MaFarmild-fishildieNever-marriedpcve-serv, Husb0Ma0sb70Ma, Male, 0, 0, 48, Uni25d1States, <257310Federal-gov,, Some-college, 1rried-civ-spouse, HNever-marriedpcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni27d-SStates, >50K
23 <4119502, Private, 310632, Some-college, 10, Ma9, Never-marrseHe, Cropcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni52d-States, <, 392668 >50K
62, ?, 94649, Bachelors, 13, Marritecrep ver-mseHe, Crapcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 4> Uni43d-SStates, >50K
23 <52498,9, Private, 8207Some-college, 1rried-civ-spou HUn, Crafopcve-servin- Husb0, 0sb50Ma, Male, 0, 0, 48, Uni36d1States, <223433Fe Private, 101825, Masters, 14, MaSs, , HHe, Cropcve-serv, Husb7688, 0sb50Ma, Male, 0, 0, 4> Uni37d1States, <87076Federal-gov,, Some-college, 1rried-civ-spouse, HOwdlers-apcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni58d-States, <224854Federal-gov,, Some-college, 1Aad, 9, Divo HNever-marriedpcve-servin- Husb0, 0sb40Ma, Male, 0, 0, 48, Uni25d1States, <193379lf-emp-inc, 163207Some-college, 1rried-civ-sp HNever-marriedpcve-serv, Husb0Ma0Ma45Ma, Male, 0, 0, 48, Uni54d1States, <98436Fe Private, 101825, Masters, 14, Ma9, Never-marrseHe, Cropcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 48, Uni42d1?iH1166322, Private, 310632, Some-college, 10, Ma?ieHe, Crapcve-serv, Husb0Ma0sb60Ma, Male, 0, 0, 48, Uni65d-SStates, 
23 <21038149, Private, 82649, Bachelors, 13, MaEd, 9, SeparavoseHe, Crapcve-serv, Husb99999, 0sb65Ma, Male, 0, 0, 4> Uni44d1States, <90688Federal-gov,, Some-college, 1rried-civ-spouse, HNever-marriedpcA, Not-in-family Crvin- Husb0, 0sb45d-Sao, 48, Uni61d-States, <229744075th-6te-g2 33863, HS-grad, 9, Married-civ-sp HHe, Cropcve-serv, Husb0Ma0sb40MaEl-Ss,vador 48, Uni29d-States, <59732Federal-gov, 33863, HS-grad, 9, Married-civ-spieHe, CrapcAme-cInd Nn-Eskimorv, Husb0Ma0, 40Ma, Male, 0, 0, 48, Uni34d1States, <1929002, Private, 310632, Some-college, 10, Married-civ-sp HHe, Cropcve-serv, Husb0Ma0sb40Ma, Male, 0, 0, 4> Uni24d-States, <=5900462, Private, 322674, Some-college, 19, Never-marr HNever-marriedpcve-servin- Husb0, 0sb40MaC Seda 48, Uni40d-States, <272960lf-emp-inc, 1632 33863, HS-grad, 9, Mar, 9, Marri,seHe, Crapcve-serv, Husb0Ma0Ma42Ma, Male, 0, 0, 4> Uni42d-SStates, 
